Date,SPY
2015-09-30,161.45286560058594
2015-10-01,161.87416076660156
2015-10-02,164.29222106933594
2015-10-05,167.2157745361328
2015-10-06,166.64283752441406
2015-10-07,168.0077362060547
2015-10-08,169.52430725097656
2015-10-09,169.62539672851562
2015-10-12,169.78549194335938
2015-10-13,168.71542358398438
2015-10-14,167.90663146972656
2015-10-15,170.4847412109375
2015-10-16,171.25991821289062
2015-10-19,171.34413146972656
2015-10-20,171.1250762939453
2015-10-21,170.06350708007812
2015-10-22,172.93650817871094
2015-10-23,174.83216857910156
2015-10-26,174.40255737304688
2015-10-27,174.06552124023438
2015-10-28,176.04542541503906
2015-10-29,175.94435119628906
2015-10-30,175.18603515625
2015-11-02,177.2586669921875
2015-11-03,177.77259826660156
2015-11-04,177.23341369628906
2015-11-05,177.0564422607422
2015-11-06,176.96377563476562
2015-11-09,175.31248474121094
2015-11-10,175.7168426513672
2015-11-11,175.02598571777344
2015-11-12,172.58265686035156
2015-11-13,170.6448211669922
2015-11-16,173.23980712890625
2015-11-17,173.1134490966797
2015-11-18,175.86001586914062
2015-11-19,175.7083740234375
2015-11-20,176.34872436523438
2015-11-23,176.14651489257812
2015-11-24,176.38246154785156
2015-11-25,176.35719299316406
2015-11-27,176.55934143066406
2015-11-30,175.82638549804688
2015-12-01,177.50294494628906
2015-12-02,175.69154357910156
2015-12-03,173.23138427734375
2015-12-04,176.6099090576172
2015-12-07,175.5399169921875
2015-12-08,174.36038208007812
2015-12-09,173.0039520263672
2015-12-10,173.45042419433594
2015-12-11,170.0887908935547
2015-12-14,170.94813537597656
2015-12-15,172.74273681640625
2015-12-16,175.27024841308594
2015-12-17,172.59950256347656
2015-12-18,169.524658203125
2015-12-21,170.92308044433594
2015-12-22,172.47409057617188
2015-12-23,174.60984802246094
2015-12-24,174.32168579101562
2015-12-28,173.92330932617188
2015-12-29,175.77943420410156
2015-12-30,174.53358459472656
2015-12-31,172.78768920898438
2016-01-04,170.37216186523438
2016-01-05,170.66033935546875
2016-01-06,168.50762939453125
2016-01-07,164.46484375
2016-01-08,162.65951538085938
2016-01-11,162.82061767578125
2016-01-12,164.1342315673828
2016-01-13,160.0406494140625
2016-01-14,162.6680450439453
2016-01-15,159.17620849609375
2016-01-19,159.3881072998047
2016-01-20,157.34548950195312
2016-01-21,158.22694396972656
2016-01-22,161.47299194335938
2016-01-25,159.03211975097656
2016-01-26,161.20181274414062
2016-01-27,159.44735717773438
2016-01-28,160.2779998779297
2016-01-29,164.18511962890625
2016-02-01,164.1257781982422
2016-02-02,161.1678924560547
2016-02-03,162.1340789794922
2016-02-04,162.38839721679688
2016-02-05,159.29481506347656
2016-02-08,157.1505889892578
2016-02-09,157.15902709960938
2016-02-10,157.0234375
2016-02-11,154.98089599609375
2016-02-12,158.17608642578125
2016-02-16,160.8457794189453
2016-02-17,163.4732208251953
2016-02-18,162.80368041992188
2016-02-19,162.72731018066406
2016-02-22,165.0835418701172
2016-02-23,162.9985809326172
2016-02-24,163.744384765625
2016-02-25,165.72763061523438
2016-02-26,165.3462677001953
2016-02-29,164.04949951171875
2016-03-01,167.9058074951172
2016-03-02,168.66015625
2016-03-03,169.32118225097656
2016-03-04,169.8721160888672
2016-03-07,170.00778198242188
2016-03-08,168.15164184570312
2016-03-09,168.98219299316406
2016-03-10,169.11782836914062
2016-03-11,171.84690856933594
2016-03-14,171.62649536132812
2016-03-15,171.3468475341797
2016-03-16,172.33847045898438
2016-03-17,173.4317169189453
2016-03-18,174.11334228515625
2016-03-21,174.36036682128906
2016-03-22,174.26663208007812
2016-03-23,173.11660766601562
2016-03-24,173.03990173339844
2016-03-28,173.1421356201172
2016-03-29,174.74371337890625
2016-03-30,175.51043701171875
2016-03-31,175.08448791503906
2016-04-01,176.27716064453125
2016-04-04,175.70640563964844
2016-04-05,173.95143127441406
2016-04-06,175.85122680664062
2016-04-07,173.7469482421875
2016-04-08,174.21556091308594
2016-04-11,173.80662536621094
2016-04-12,175.42523193359375
2016-04-13,177.19720458984375
2016-04-14,177.2057647705078
2016-04-15,177.0098419189453
2016-04-18,178.2535858154297
2016-04-19,178.8158721923828
2016-04-20,178.98623657226562
2016-04-21,178.02357482910156
2016-04-22,178.02357482910156
2016-04-25,177.71685791015625
2016-04-26,177.9810028076172
2016-04-27,178.34732055664062
2016-04-28,176.72866821289062
2016-04-29,175.77450561523438
2016-05-02,177.17161560058594
2016-05-03,175.62966918945312
2016-05-04,174.65003967285156
2016-05-05,174.61595153808594
2016-05-06,175.2548828125
2016-05-09,175.39967346191406
2016-05-10,177.58056640625
2016-05-11,175.91940307617188
2016-05-12,175.97044372558594
2016-05-13,174.43704223632812
2016-05-16,176.15786743164062
2016-05-17,174.51365661621094
2016-05-18,174.5648193359375
2016-05-19,173.9600067138672
2016-05-20,175.05897521972656
2016-05-23,174.8203582763672
2016-05-24,177.0864715576172
2016-05-25,178.28765869140625
2016-05-26,178.33876037597656
2016-05-27,179.10549926757812
2016-05-31,178.7647705078125
2016-06-01,179.131103515625
2016-06-02,179.67626953125
2016-06-03,179.1395721435547
2016-06-06,180.0511474609375
2016-06-07,180.332275390625
2016-06-08,180.92007446289062
2016-06-09,180.67308044433594
2016-06-10,178.9606475830078
2016-06-13,177.58056640625
2016-06-14,177.23130798339844
2016-06-15,176.9842987060547
2016-06-16,177.51239013671875
2016-06-17,176.85133361816406
2016-06-20,177.9902801513672
2016-06-21,178.4954833984375
2016-06-22,178.2043914794922
2016-06-23,180.52505493164062
2016-06-24,174.0425262451172
2016-06-27,170.9254913330078
2016-06-28,174.00828552246094
2016-06-29,176.97125244140625
2016-06-30,179.3861083984375
2016-07-01,179.76292419433594
2016-07-05,178.46981811523438
2016-07-06,179.54022216796875
2016-07-07,179.42892456054688
2016-07-08,182.10067749023438
2016-07-11,182.74295043945312
2016-07-12,184.0702667236328
2016-07-13,184.04458618164062
2016-07-14,185.07215881347656
2016-07-15,184.82388305664062
2016-07-18,185.32057189941406
2016-07-19,185.1321563720703
2016-07-20,185.90289306640625
2016-07-21,185.20062255859375
2016-07-22,186.0312957763672
2016-07-25,185.52609252929688
2016-07-26,185.61167907714844
2016-07-27,185.41473388671875
2016-07-28,185.62884521484375
2016-07-29,185.92852783203125
2016-08-01,185.7743682861328
2016-08-02,184.58409118652344
2016-08-03,185.1235809326172
2016-08-04,185.32057189941406
2016-08-05,186.83624267578125
2016-08-08,186.72494506835938
2016-08-09,186.83624267578125
2016-08-10,186.37387084960938
2016-08-11,187.23867797851562
2016-08-12,187.0760498046875
2016-08-15,187.61550903320312
2016-08-16,186.6478729248047
2016-08-17,186.99896240234375
2016-08-18,187.4185333251953
2016-08-19,187.14454650878906
2016-08-22,187.13600158691406
2016-08-23,187.51275634765625
2016-08-24,186.55369567871094
2016-08-25,186.4252166748047
2016-08-26,186.0741424560547
2016-08-29,186.9904022216797
2016-08-30,186.68212890625
2016-08-31,186.1511688232422
2016-09-01,186.15972900390625
2016-09-02,186.99896240234375
2016-09-06,187.56414794921875
2016-09-07,187.54701232910156
2016-09-08,187.1188507080078
2016-09-09,182.64024353027344
2016-09-12,185.26063537597656
2016-09-13,182.5973663330078
2016-09-14,182.5288848876953
2016-09-15,184.3528594970703
2016-09-16,183.64019775390625
2016-09-19,183.6747283935547
2016-09-20,183.6832733154297
2016-09-21,185.74888610839844
2016-09-22,186.91932678222656
2016-09-23,185.8951416015625
2016-09-26,184.3890380859375
2016-09-27,185.53369140625
2016-09-28,186.45460510253906
2016-09-29,184.76766967773438
2016-09-30,186.16201782226562
2016-10-03,185.7144012451172
2016-10-04,184.76766967773438
2016-10-05,185.58535766601562
2016-10-06,185.7144012451172
2016-10-07,185.07752990722656
2016-10-10,186.04148864746094
2016-10-11,183.69186401367188
2016-10-12,183.93287658691406
2016-10-13,183.3303680419922
2016-10-14,183.42507934570312
2016-10-17,182.78817749023438
2016-10-18,183.93287658691406
2016-10-19,184.42343139648438
2016-10-20,184.07919311523438
2016-10-21,184.16526794433594
2016-10-24,184.94845581054688
2016-10-25,184.32872009277344
2016-10-26,183.95875549316406
2016-10-27,183.4681396484375
2016-10-28,182.92588806152344
2016-10-31,182.9345245361328
2016-11-01,181.60906982421875
2016-11-02,180.51596069335938
2016-11-03,179.68978881835938
2016-11-04,179.4918212890625
2016-11-07,183.45094299316406
2016-11-08,184.2771759033203
2016-11-09,186.23085021972656
2016-11-10,186.69561767578125
2016-11-11,186.26524353027344
2016-11-14,186.41160583496094
2016-11-15,187.86614990234375
2016-11-16,187.51319885253906
2016-11-17,188.4772186279297
2016-11-18,188.05543518066406
2016-11-21,189.4755401611328
2016-11-22,189.8456268310547
2016-11-23,189.9489288330078
2016-11-25,190.6546173095703
2016-11-28,189.75958251953125
2016-11-29,190.12965393066406
2016-11-30,189.67347717285156
2016-12-01,188.9763641357422
2016-12-02,189.07106018066406
2016-12-05,190.2071075439453
2016-12-06,190.80960083007812
2016-12-07,193.30551147460938
2016-12-08,193.7788543701172
2016-12-09,194.94940185546875
2016-12-12,194.7256317138672
2016-12-13,196.02523803710938
2016-12-14,194.4071502685547
2016-12-15,195.20755004882812
2016-12-16,194.8258056640625
2016-12-19,195.25001525878906
2016-12-20,196.003173828125
2016-12-21,195.45774841308594
2016-12-22,195.12013244628906
2016-12-23,195.40585327148438
2016-12-27,195.89064025878906
2016-12-28,194.2716827392578
2016-12-29,194.2284393310547
2016-12-30,193.51853942871094
2017-01-03,194.99899291992188
2017-01-04,196.15902709960938
2017-01-05,196.003173828125
2017-01-06,196.70443725585938
2017-01-09,196.05514526367188
2017-01-10,196.05514526367188
2017-01-11,196.60922241210938
2017-01-12,196.11573791503906
2017-01-13,196.5658721923828
2017-01-17,195.87335205078125
2017-01-18,196.30621337890625
2017-01-19,195.57901000976562
2017-01-20,196.2975616455078
2017-01-23,195.7867431640625
2017-01-24,197.04214477539062
2017-01-25,198.7476348876953
2017-01-26,198.53985595703125
2017-01-27,198.22811889648438
2017-01-30,196.99880981445312
2017-01-31,196.98147583007812
2017-02-01,197.0594024658203
2017-02-02,197.1892547607422
2017-02-03,198.54849243164062
2017-02-06,198.19351196289062
2017-02-07,198.20216369628906
2017-02-08,198.4618682861328
2017-02-09,199.6393280029297
2017-02-10,200.42709350585938
2017-02-13,201.51795959472656
2017-02-14,202.3231201171875
2017-02-15,203.3792724609375
2017-02-16,203.20616149902344
2017-02-17,203.5264892578125
2017-02-21,204.73849487304688
2017-02-22,204.55667114257812
2017-02-23,204.69520568847656
2017-02-24,204.9549102783203
2017-02-27,205.27528381347656
2017-02-28,204.72116088867188
2017-03-01,207.5867156982422
2017-03-02,206.27957153320312
2017-03-03,206.40933227539062
2017-03-06,205.79470825195312
2017-03-07,205.1800537109375
2017-03-08,204.7991180419922
2017-03-09,205.05880737304688
2017-03-10,205.7773895263672
2017-03-13,205.88131713867188
2017-03-14,205.09341430664062
2017-03-15,206.8682098388672
2017-03-16,206.4613037109375
2017-03-17,206.09872436523438
2017-03-20,205.87265014648438
2017-03-21,203.22940063476562
2017-03-22,203.7075958251953
2017-03-23,203.49021911621094
2017-03-24,203.34243774414062
2017-03-27,203.1337127685547
2017-03-28,204.6118621826172
2017-03-29,204.80322265625
2017-03-30,205.45529174804688
2017-03-31,204.97706604003906
2017-04-03,204.6205596923828
2017-04-04,204.75099182128906
2017-04-05,204.14239501953125
2017-04-06,204.71624755859375
2017-04-07,204.5074920654297
2017-04-10,204.6292724609375
2017-04-11,204.3858184814453
2017-04-12,203.49021911621094
2017-04-13,202.16854858398438
2017-04-17,203.9597930908203
2017-04-18,203.35108947753906
2017-04-19,202.97720336914062
2017-04-20,204.6292724609375
2017-04-21,203.9771270751953
2017-04-24,206.22048950195312
2017-04-25,207.42044067382812
2017-04-26,207.2899627685547
2017-04-27,207.4639129638672
2017-04-28,207.01168823242188
2017-05-01,207.5334014892578
2017-05-02,207.6116943359375
2017-05-03,207.3594970703125
2017-05-04,207.60301208496094
2017-05-05,208.42034912109375
2017-05-08,208.3855743408203
2017-05-09,208.1942596435547
2017-05-10,208.56817626953125
2017-05-11,208.14207458496094
2017-05-12,207.79429626464844
2017-05-15,208.94200134277344
2017-05-16,208.750732421875
2017-05-17,205.0466766357422
2017-05-18,205.87265014648438
2017-05-19,207.2117156982422
2017-05-22,208.26380920410156
2017-05-23,208.7246551513672
2017-05-24,209.2115936279297
2017-05-25,210.21148681640625
2017-05-26,210.16802978515625
2017-05-30,209.98541259765625
2017-05-31,209.93324279785156
2017-06-01,211.6027069091797
2017-06-02,212.3070068359375
2017-06-05,212.15054321289062
2017-06-06,211.47227478027344
2017-06-07,211.8635711669922
2017-06-08,211.9678955078125
2017-06-09,211.64617919921875
2017-06-12,211.6027069091797
2017-06-13,212.63746643066406
2017-06-14,212.3678741455078
2017-06-15,211.959228515625
2017-06-16,212.00552368164062
2017-06-19,213.77049255371094
2017-06-20,212.3288116455078
2017-06-21,212.27638244628906
2017-06-22,212.1802978515625
2017-06-23,212.43365478515625
2017-06-26,212.5734405517578
2017-06-27,210.8609161376953
2017-06-28,212.7482147216797
2017-06-29,210.87838745117188
2017-06-30,211.27159118652344
2017-07-03,211.6298370361328
2017-07-05,212.11911010742188
2017-07-06,210.17942810058594
2017-07-07,211.5424041748047
2017-07-10,211.76959228515625
2017-07-11,211.6123504638672
2017-07-12,213.20254516601562
2017-07-13,213.56077575683594
2017-07-14,214.5568389892578
2017-07-17,214.5306396484375
2017-07-18,214.64425659179688
2017-07-19,215.80630493164062
2017-07-20,215.9024658203125
2017-07-21,215.71018981933594
2017-07-24,215.65777587890625
2017-07-25,216.1820068359375
2017-07-26,216.19076538085938
2017-07-27,215.98977661132812
2017-07-28,215.73638916015625
2017-07-31,215.6140899658203
2017-08-01,216.09466552734375
2017-08-02,216.19949340820312
2017-08-03,215.78009033203125
2017-08-04,216.17324829101562
2017-08-07,216.57518005371094
2017-08-08,216.04225158691406
2017-08-09,216.03347778320312
2017-08-10,212.9840850830078
2017-08-11,213.2986602783203
2017-08-14,215.4130859375
2017-08-15,215.38693237304688
2017-08-16,215.76260375976562
2017-08-17,212.39865112304688
2017-08-18,212.06671142578125
2017-08-21,212.23268127441406
2017-08-22,214.45199584960938
2017-08-23,213.68313598632812
2017-08-24,213.1851043701172
2017-08-25,213.68313598632812
2017-08-28,213.69183349609375
2017-08-29,213.93650817871094
2017-08-30,214.9499969482422
2017-08-31,216.24319458007812
2017-09-01,216.54898071289062
2017-09-05,214.99366760253906
2017-09-06,215.72763061523438
2017-09-07,215.70144653320312
2017-09-08,215.44805908203125
2017-09-11,217.74598693847656
2017-09-12,218.47998046875
2017-09-13,218.58482360839844
2017-09-14,218.51492309570312
2017-09-15,218.80909729003906
2017-09-18,219.27447509765625
2017-09-19,219.4939727783203
2017-09-20,219.57301330566406
2017-09-21,218.98471069335938
2017-09-22,219.02859497070312
2017-09-25,218.580810546875
2017-09-26,218.71246337890625
2017-09-27,219.5642547607422
2017-09-28,219.82765197753906
2017-09-29,220.600341796875
2017-10-02,221.55747985839844
2017-10-03,222.03167724609375
2017-10-04,222.29507446289062
2017-10-05,223.6121826171875
2017-10-06,223.3575439453125
2017-10-09,222.98873901367188
2017-10-10,223.57704162597656
2017-10-11,223.92825317382812
2017-10-12,223.5946502685547
2017-10-13,223.8668212890625
2017-10-16,224.16531372070312
2017-10-17,224.3234405517578
2017-10-18,224.54293823242188
2017-10-19,224.6044158935547
2017-10-20,225.7635040283203
2017-10-23,224.88540649414062
2017-10-24,225.280517578125
2017-10-25,224.16531372070312
2017-10-26,224.45513916015625
2017-10-27,226.29029846191406
2017-10-30,225.4473419189453
2017-10-31,225.79861450195312
2017-11-01,226.09715270996094
2017-11-02,226.1848907470703
2017-11-03,226.94015502929688
2017-11-06,227.2913818359375
2017-11-07,227.13330078125
2017-11-08,227.5196533203125
2017-11-09,226.69424438476562
2017-11-10,226.62399291992188
2017-11-13,226.83473205566406
2017-11-14,226.3079071044922
2017-11-15,225.1751708984375
2017-11-16,227.0894012451172
2017-11-17,226.4219970703125
2017-11-20,226.8083953857422
2017-11-21,228.29237365722656
2017-11-22,228.0904083251953
2017-11-24,228.61721801757812
2017-11-27,228.50314331054688
2017-11-28,230.82118225097656
2017-11-29,230.6807403564453
2017-11-30,232.7003173828125
2017-12-01,232.2173614501953
2017-12-04,231.93646240234375
2017-12-05,231.10223388671875
2017-12-06,231.14614868164062
2017-12-07,231.87490844726562
2017-12-08,233.13934326171875
2017-12-11,233.84182739257812
2017-12-12,234.2545166015625
2017-12-13,234.22813415527344
2017-12-14,233.27105712890625
2017-12-15,235.21365356445312
2017-12-18,236.7052001953125
2017-12-19,235.796142578125
2017-12-20,235.67257690429688
2017-12-21,236.15789794921875
2017-12-22,236.0961456298828
2017-12-26,235.8137664794922
2017-12-27,235.92845153808594
2017-12-28,236.41392517089844
2017-12-29,235.5225067138672
2018-01-02,237.20819091796875
2018-01-03,238.70855712890625
2018-01-04,239.7146453857422
2018-01-05,241.31216430664062
2018-01-08,241.75343322753906
2018-01-09,242.3007354736328
2018-01-10,241.92999267578125
2018-01-11,243.69509887695312
2018-01-12,245.28375244140625
2018-01-16,244.4453125
2018-01-17,246.775146484375
2018-01-18,246.36053466796875
2018-01-19,247.48130798339844
2018-01-22,249.4936065673828
2018-01-23,250.02317810058594
2018-01-24,249.92604064941406
2018-01-25,250.0319061279297
2018-01-26,252.9267120361328
2018-01-29,251.24990844726562
2018-01-30,248.6728057861328
2018-01-31,248.79627990722656
2018-02-01,248.51388549804688
2018-02-02,243.10382080078125
2018-02-05,232.93655395507812
2018-02-06,237.5259246826172
2018-02-07,236.23733520507812
2018-02-08,227.37640380859375
2018-02-09,230.79197692871094
2018-02-12,234.1810302734375
2018-02-13,234.76348876953125
2018-02-14,237.9319305419922
2018-02-15,240.96798706054688
2018-02-16,241.0386505126953
2018-02-20,239.5293731689453
2018-02-21,238.33787536621094
2018-02-22,238.64682006835938
2018-02-23,242.4506378173828
2018-02-26,245.26612854003906
2018-02-27,242.20358276367188
2018-02-28,239.75
2018-03-01,236.2638702392578
2018-03-02,237.4818115234375
2018-03-05,240.22665405273438
2018-03-06,240.83563232421875
2018-03-07,240.7472686767578
2018-03-08,241.91236877441406
2018-03-09,246.12216186523438
2018-03-12,245.81326293945312
2018-03-13,244.224609375
2018-03-14,242.971435546875
2018-03-15,242.70655822753906
2018-03-16,242.9698486328125
2018-03-19,239.68238830566406
2018-03-20,240.08999633789062
2018-03-21,239.62918090820312
2018-03-22,233.63912963867188
2018-03-23,228.65921020507812
2018-03-26,234.91514587402344
2018-03-27,230.9187774658203
2018-03-28,230.23651123046875
2018-03-29,233.17832946777344
2018-04-02,228.14529418945312
2018-04-03,231.0694580078125
2018-04-04,233.5416717529297
2018-04-05,235.38479614257812
2018-04-06,230.13902282714844
2018-04-09,231.2732391357422
2018-04-10,234.95059204101562
2018-04-11,233.71890258789062
2018-04-12,235.64169311523438
2018-04-13,234.95059204101562
2018-04-16,236.8822479248047
2018-04-17,239.4165496826172
2018-04-18,239.59378051757812
2018-04-19,238.2646026611328
2018-04-20,236.24424743652344
2018-04-23,236.20884704589844
2018-04-24,233.02774047851562
2018-04-25,233.60369873046875
2018-04-26,235.97845458984375
2018-04-27,236.1999969482422
2018-04-30,234.38343811035156
2018-05-01,234.79994201660156
2018-05-02,233.22267150878906
2018-05-03,232.7086639404297
2018-05-04,235.721435546875
2018-05-07,236.5189666748047
2018-05-08,236.5189666748047
2018-05-09,238.8051300048828
2018-05-10,241.03811645507812
2018-05-11,241.77359008789062
2018-05-14,241.8887939453125
2018-05-15,240.22286987304688
2018-05-16,241.23304748535156
2018-05-17,241.02931213378906
2018-05-18,240.42660522460938
2018-05-21,242.23431396484375
2018-05-22,241.56089782714844
2018-05-23,242.22549438476562
2018-05-24,241.72923278808594
2018-05-25,241.15333557128906
2018-05-29,238.3798065185547
2018-05-30,241.56089782714844
2018-05-31,240.08111572265625
2018-06-01,242.4381866455078
2018-06-04,243.59011840820312
2018-06-05,243.7672882080078
2018-06-06,245.80535888671875
2018-06-07,245.77879333496094
2018-06-08,246.50546264648438
2018-06-11,246.833251953125
2018-06-12,247.1522979736328
2018-06-13,246.36355590820312
2018-06-14,246.98391723632812
2018-06-15,246.6688232421875
2018-06-18,246.16140747070312
2018-06-19,245.21791076660156
2018-06-20,245.63621520996094
2018-06-21,244.09646606445312
2018-06-22,244.54141235351562
2018-06-25,241.21253967285156
2018-06-26,241.74658203125
2018-06-27,239.7439422607422
2018-06-28,241.11468505859375
2018-06-29,241.4618377685547
2018-07-02,241.97804260253906
2018-07-03,241.12350463867188
2018-07-05,243.09068298339844
2018-07-06,245.146728515625
2018-07-09,247.3541717529297
2018-07-10,248.24420166015625
2018-07-11,246.4284210205078
2018-07-12,248.66256713867188
2018-07-13,248.85833740234375
2018-07-16,248.6359100341797
2018-07-17,249.64163208007812
2018-07-18,250.16680908203125
2018-07-19,249.22335815429688
2018-07-20,248.9385528564453
2018-07-23,249.4013214111328
2018-07-24,250.65635681152344
2018-07-25,252.7925262451172
2018-07-26,252.1962127685547
2018-07-27,250.4872283935547
2018-07-30,249.17881774902344
2018-07-31,250.4070587158203
2018-08-01,249.98878479003906
2018-08-02,251.3505859375
2018-08-03,252.42764282226562
2018-08-06,253.35330200195312
2018-08-07,254.19004821777344
2018-08-08,254.08311462402344
2018-08-09,253.73602294921875
2018-08-10,252.03604125976562
2018-08-13,251.09249877929688
2018-08-14,252.6946258544922
2018-08-15,250.80763244628906
2018-08-16,252.8370819091797
2018-08-17,253.72714233398438
2018-08-20,254.2702178955078
2018-08-21,254.8663787841797
2018-08-22,254.71511840820312
2018-08-23,254.3768768310547
2018-08-24,255.9077911376953
2018-08-27,257.9283447265625
2018-08-28,258.0529479980469
2018-08-29,259.4414978027344
2018-08-30,258.39111328125
2018-08-31,258.4001159667969
2018-09-04,257.955078125
2018-09-05,257.26068115234375
2018-09-06,256.4863586425781
2018-09-07,255.98800659179688
2018-09-10,256.4330139160156
2018-09-11,257.278564453125
2018-09-12,257.3408203125
2018-09-13,258.86285400390625
2018-09-14,258.907470703125
2018-09-17,257.5367736816406
2018-09-18,258.9341125488281
2018-09-19,259.2099914550781
